FishID,CommonName,Date,Region,Location,Latitude,Longitude,mmLength,d13C,d15N,CtoN
DOVA009,Dolly Varden,2018-07-21,central,Stefansson Sound,70.2767,-147.7777,136,-28.26, 8.42, 3.76
DOVA010,Dolly Varden,2018-07-21,central,Stefansson Sound,70.2929,-147.7982,142,-27.59, 9.26, 3.77
DOVA011,Dolly Varden,2018-07-21,central,Stefansson Sound,70.2929,-147.7982,136,-28.91, 8.08, 3.78
DOVA012,Dolly Varden,2018-07-22,central,Stefansson Sound,70.2929,-147.7982,140,-27.83, 9.40, 3.79
DOVA013,Dolly Varden,2018-07-22,central,Stefansson Sound,70.2929,-147.7982,148,-28.65, 7.18, 3.74
DOVA014,Dolly Varden,2018-07-22,central,Stefansson Sound,70.2929,-147.7982,157,-28.36, 8.52, 3.80
DOVA015,Dolly Varden,2018-07-22,central,Stefansson Sound,70.2929,-147.7982,144,-26.76, 9.44, 3.81
DOVA016,Dolly Varden,2018-07-22,central,Stefansson Sound,70.2929,-147.7982,148,-27.94, 9.79, 3.83
DOVA017,Dolly Varden,2017-08-10,eastern,Jago Lagoon,70.0870,-143.4750,219,-23.44,11.76, 4.58
DOVA018,Dolly Varden,2017-08-10,eastern,Jago Lagoon,70.0870,-143.4750,208,-24.67,11.83, 4.82
DOVA019,Dolly Varden,2018-08-12,eastern,Kaktovik Lagoon,70.0907,-143.6593,168,-24.19, 9.90, 4.00
DOVA020,Dolly Varden,2018-08-12,eastern,Kaktovik Lagoon,70.0907,-143.6593,208,-25.60,11.63, 3.94
DOVA021,Dolly Varden,2018-08-13,eastern,Kaktovik Lagoon,70.0907,-143.6593,203,-29.74, 8.89, 4.39
DOVA022,Dolly Varden,2018-08-13,eastern,Jago Lagoon,70.0918,-143.3705,167,-25.20,11.82, 3.82
DOVA023,Dolly Varden,2018-08-12,eastern,Jago Lagoon,70.0918,-143.3705,189,-23.72,10.56, 4.03
DOVA024,Dolly Varden,2018-08-14,eastern,Jago Lagoon,70.0918,-143.3705,197,-24.38,12.51, 3.93
DOVA025,Dolly Varden,2018-08-14,eastern,Jago Lagoon,70.0918,-143.3705,222,-24.65,11.95, 3.93
DOVA026,Dolly Varden,2018-08-11,eastern,Jago Lagoon,70.0918,-143.3705,182,-22.56,10.70, 3.90
DOVA027,Dolly Varden,2018-08-11,eastern,Jago Lagoon,70.0918,-143.3705,193,-28.71, 9.19, 4.22
DOVA028,Dolly Varden,2018-08-14,eastern,Jago Lagoon,70.0918,-143.3705,172,-23.83,12.37, 3.96
DOVA029,Dolly Varden,2018-08-14,eastern,Jago Lagoon,70.0918,-143.3705,171,-24.05,11.53, 3.86
DOVA030,Dolly Varden,2018-08-14,eastern,Jago Lagoon,70.0918,-143.3705,173,-24.78,11.80, 3.94
DOVA031,Dolly Varden,2018-08-14,eastern,Jago Lagoon,70.0918,-143.3705,171,-24.40,11.72, 3.88
DOVA032,Dolly Varden,2018-08-14,eastern,Jago Lagoon,70.0918,-143.3705,180,-25.23,10.67, 3.93
DOVA033,Dolly Varden,2018-08-11,eastern,Jago Lagoon,70.0870,-143.4750,180,-24.27,11.62, 3.79
DOVA034,Dolly Varden,2018-08-11,eastern,Jago Lagoon,70.0870,-143.4750,197,-23.85,11.93, 4.02
DOVA035,Dolly Varden,2018-08-11,eastern,Jago Lagoon,70.0870,-143.4750,181,-24.14,12.38, 3.84
DOVA036,Dolly Varden,2018-08-11,eastern,Jago Lagoon,70.0870,-143.4750,207,-23.93,11.15, 3.98
DOVA037,Dolly Varden,2018-08-11,eastern,Jago Lagoon,70.0870,-143.4750,218,-23.27,12.04, 4.16
DOVA038,Dolly Varden,2018-08-12,eastern,Jago Lagoon,70.0870,-143.4750,281,-21.62,14.42, 3.85
DOVA039,Dolly Varden,2018-08-12,eastern,Jago Lagoon,70.0870,-143.4750,288,-23.06,13.94, 3.98
DOVA040,Dolly Varden,2018-08-13,eastern,Jago Lagoon,70.0870,-143.4750,264,-22.57,14.02, 3.88
DOVA041,Dolly Varden,2018-07-23,central,Stefansson Sound,70.2767,-147.7777,677,-24.71,15.53, 7.58
DOVA042,Dolly Varden,2018-07-23,central,Stefansson Sound,70.2767,-147.7777,599,-21.85,16.31, 3.94
DOVA043,Dolly Varden,2018-07-23,central,Stefansson Sound,70.2767,-147.7777,518,-21.74,16.88, 4.42
DOVA044,Dolly Varden,2018-07-23,central,Stefansson Sound,70.2929,-147.7982,484,-21.72,16.15, 3.96
DOVA045,Dolly Varden,2018-07-22,central,Stefansson Sound,70.2767,-147.7777,565,-22.84,15.98, 4.33
DOVA046,Dolly Varden,2018-07-22,central,Stefansson Sound,70.2767,-147.7777,477,-22.20,16.67, 4.47
DOVA047,Dolly Varden,2018-07-22,central,Stefansson Sound,70.2767,-147.7777,536,-22.54,16.94, 4.71
DOVA048,Dolly Varden,2018-07-22,central,Stefansson Sound,70.2929,-147.7982,470,-21.15,17.32, 4.51
DOVA049,Dolly Varden,2018-07-22,central,Stefansson Sound,70.2929,-147.7982,529,-22.07,16.46, 4.36
DOVA050,Dolly Varden,2018-07-21,central,Stefansson Sound,70.2767,-147.7777,534,-24.84,15.91, 7.11
DOVA051,Dolly Varden,2018-07-21,central,Stefansson Sound,70.2767,-147.7777,345,-21.16,16.02, 3.80
DOVA052,Dolly Varden,2018-08-13,eastern,Jago Lagoon,70.0870,-143.4750,435,-22.97,14.71, 3.94
DOVA053,Dolly Varden,2018-08-13,eastern,Jago Lagoon,70.0870,-143.4750,405,-21.73,14.69, 3.80
DOVA054,Dolly Varden,2018-08-13,eastern,Jago Lagoon,70.0870,-143.4750,397,-22.51,14.42, 3.75
DOVA055,Dolly Varden,2018-08-13,eastern,Jago Lagoon,70.0870,-143.4750,377,-22.96,14.32, 3.78
DOVA056,Dolly Varden,2018-08-13,eastern,Jago Lagoon,70.0870,-143.4750,396,-22.09,16.20, 4.11
DOVA057,Dolly Varden,2018-08-13,eastern,Jago Lagoon,70.0870,-143.4750,404,-22.95,14.69, 3.81
DOVA058,Dolly Varden,2018-08-13,eastern,Jago Lagoon,70.0870,-143.4750,348,-24.06,13.91, 3.77
DOVA059,Dolly Varden,2018-08-13,eastern,Jago Lagoon,70.0918,-143.3705,452,-23.28,14.99, 4.44
DOVA060,Dolly Varden,2018-08-12,eastern,Jago Lagoon,70.0870,-143.4750,344,-22.52,14.66, 3.86
DOVA061,Dolly Varden,2018-08-12,eastern,Jago Lagoon,70.0870,-143.4750,409,-23.08,15.02, 3.67
DOVA062,Dolly Varden,2018-08-12,eastern,Jago Lagoon,70.0870,-143.4750,564,-21.88,16.22, 4.14
DOVA063,Dolly Varden,2018-08-12,eastern,Jago Lagoon,70.0870,-143.4750,514,-21.72,15.13, 3.60
DOVA064,Dolly Varden,2018-08-12,eastern,Jago Lagoon,70.0918,-143.3705,517,-22.20,15.41, 4.22
DOVA065,Dolly Varden,2018-08-12,eastern,Kaktovik Lagoon,70.0907,-143.6593,479,-21.58,16.71, 3.94
DOVA066,Dolly Varden,2018-08-12,eastern,Kaktovik Lagoon,70.1098,-143.5167,359,-23.56,14.15, 4.07
DOVA067,Dolly Varden,2018-08-11,eastern,Jago Lagoon,70.0918,-143.3705,328,-24.33,13.77, 4.10
DOVA068,Dolly Varden,2018-08-11,eastern,Kaktovik Lagoon,70.1098,-143.5167,427,-23.85,14.68, 4.09
DOVA069,Dolly Varden,2018-08-11,eastern,Jago Lagoon,70.0918,-143.3705,542,-24.30,15.27, 4.47
DOVA070,Dolly Varden,2018-08-11,eastern,Jago Lagoon,70.0918,-143.3705,501,-22.66,15.94, 5.63
DOVA071,Dolly Varden,2018-08-11,eastern,Jago Lagoon,70.0918,-143.3705,500,-22.39,15.68, 3.93
DOVA072,Dolly Varden,2018-08-11,eastern,Jago Lagoon,70.0918,-143.3705,364,-23.08,14.69, 4.13
DOVA073,Dolly Varden,2018-08-11,eastern,Kaktovik Lagoon,70.1098,-143.5167,471,-22.54,15.70, 4.98
DOVA074,Dolly Varden,2017-08-10,eastern,Kaktovik Lagoon,70.0907,-143.6593,612,-24.41,15.31, 5.12
DOVA075,Dolly Varden,2017-08-08,eastern,Jago Lagoon,70.0870,-143.4750,455,-24.91,14.82, 5.31
DOVA076,Dolly Varden,2017-08-08,eastern,Jago Lagoon,70.0870,-143.4750,527,-25.73,14.64, 6.15
DOVA077,Dolly Varden,2017-08-08,eastern,Jago Lagoon,70.0870,-143.4750,484,-24.25,14.18, 4.84
DOVA078,Dolly Varden,2018-08-11,eastern,Jago Lagoon,70.0870,-143.4750,589,-22.00,15.90, 4.06
DOVA079,Dolly Varden,2018-08-11,eastern,Jago Lagoon,70.0870,-143.4750,519,-22.92,15.24, 4.19
DOVA080,Dolly Varden,2018-08-11,eastern,Jago Lagoon,70.0870,-143.4750,320,-23.34,14.82, 4.05
DOVA081,Dolly Varden,2018-08-11,eastern,Jago Lagoon,70.0918,-143.3705,489,-23.55,14.59, 4.44
DOVA082,Dolly Varden,2017-08-08,eastern,Jago Lagoon,70.0870,-143.4750,475,-23.03,14.67, 4.87
DOVA083,Dolly Varden,2017-08-08,eastern,Jago Lagoon,70.0870,-143.4750,585,-24.42,15.34, 5.92
DOVA084,Dolly Varden,2017-08-05,eastern,Jago Lagoon,70.0870,-143.4750,475,-27.07,14.66,10.74
DOVA085,Dolly Varden,2017-08-05,eastern,Jago Lagoon,70.0870,-143.4750,550,-23.22,14.97, 4.58
DOVA086,Dolly Varden,2017-08-05,eastern,Jago Lagoon,70.0870,-143.4750,345,-23.05,14.64, 4.62
DOVA087,Dolly Varden,2017-08-05,eastern,Jago Lagoon,70.0870,-143.4750,473,-25.47,14.31, 6.40
DOVA088,Dolly Varden,2017-08-05,eastern,Jago Lagoon,70.0870,-143.4750,440,-24.80,14.95, 7.12
DOVA089,Dolly Varden,2017-08-05,eastern,Jago Lagoon,70.0870,-143.4750,360,-25.55,13.89, 6.13
DOVA090,Dolly Varden,2017-08-05,eastern,Jago Lagoon,70.0870,-143.4750,320,-24.75,13.99, 5.06
DOVA091,Dolly Varden,2017-08-07,eastern,Jago Lagoon,70.0870,-143.4750,517,-24.55,15.18, 5.82
DOVA092,Dolly Varden,2017-08-07,eastern,Jago Lagoon,70.0870,-143.4750,405,-25.06,14.36, 5.23
DOVA093,Dolly Varden,2017-08-07,eastern,Jago Lagoon,70.0870,-143.4750,430,-25.30,14.36, 5.39
DOVA094,Dolly Varden,2018-07-22,central,Stefansson Sound,70.2767,-147.7777,157,-25.09,10.36, 3.81
DOVA095,Dolly Varden,2018-08-12,eastern,Jago Lagoon,70.0918,-143.3705,218,-27.98, 9.32, 3.84
DOVA096,Dolly Varden,2018-08-12,eastern,Jago Lagoon,70.0918,-143.3705,213,-26.55,12.18, 4.18
DOVA097,Dolly Varden,2018-08-11,eastern,Jago Lagoon,70.0918,-143.3705,171,-30.92, 8.02, 4.26
DOVA098,Dolly Varden,2018-08-11,eastern,Jago Lagoon,70.0918,-143.3705,209,-28.18, 7.09, 4.37
DOVA099,Dolly Varden,2018-08-11,eastern,Jago Lagoon,70.0918,-143.3705,325,-22.06,14.99, 4.08
DOVA100,Dolly Varden,2019-07-30,central,Stefansson Sound,70.2767,-147.7777,452,-23.56,14.20, 5.10
DOVA101,Dolly Varden,2019-07-31,central,Stefansson Sound,70.2929,-147.7982,294,-23.01,13.42, 5.39
DOVA102,Dolly Varden,2019-07-31,central,Stefansson Sound,70.2929,-147.7982,532,-23.59,14.99, 4.85
DOVA103,Dolly Varden,2019-07-31,central,Stefansson Sound,70.2929,-147.7982,409,-21.48,10.47, 3.75
DOVA104,Dolly Varden,2019-07-31,central,Stefansson Sound,70.2767,-147.7777,470,-22.38,14.08, 5.67
DOVA105,Dolly Varden,2019-07-31,central,Stefansson Sound,70.2767,-147.7777,395,-20.98,14.62, 4.12
DOVA106,Dolly Varden,2019-07-30,central,Stefansson Sound,70.2929,-147.7982,434,-21.29,14.52, 4.21
DOVA107,Dolly Varden,2019-07-30,central,Stefansson Sound,70.2929,-147.7982,450,-21.81,14.31, 3.80
DOVA108,Dolly Varden,2019-07-30,central,Stefansson Sound,70.2929,-147.7982,436,-21.05,14.84, 4.23
DOVA109,Dolly Varden,2019-07-30,central,Stefansson Sound,70.2929,-147.7982,485,-22.50,14.81, 5.30
DOVA110,Dolly Varden,2019-07-31,central,Stefansson Sound,70.2767,-147.7777,386,-22.82,14.11, 4.16
DOVA111,Dolly Varden,2019-07-31,central,Stefansson Sound,70.2929,-147.7982,430,-21.35,15.39, 4.45
DOVA112,Dolly Varden,2019-08-13,eastern,Jago Lagoon,70.0870,-143.4750,510,-24.02,13.95, 5.10
DOVA113,Dolly Varden,2019-08-13,eastern,Jago Lagoon,70.0918,-143.3705,250,-32.74, 6.80, 5.16
DOVA114,Dolly Varden,2019-08-13,eastern,Jago Lagoon,70.0918,-143.3705,225,-24.48,12.18, 5.23
DOVA115,Dolly Varden,2019-08-13,eastern,Jago Lagoon,70.0918,-143.3705,183,-30.02, 7.95, 4.34
DOVA116,Dolly Varden,2019-08-13,eastern,Jago Lagoon,70.0870,-143.4750,157,-25.67, 9.50, 3.62
FOSC001,Fourhorn Sculpin,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,221,-20.78,17.09, 3.84
FOSC002,Fourhorn Sculpin,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,212,-20.71,17.69, 3.84
FOSC005,Fourhorn Sculpin,2018-07-27,central,Simpson Lagoon,70.5403,-149.5905,177,-21.03,15.75, 3.85
FOSC006,Fourhorn Sculpin,2018-07-27,central,Simpson Lagoon,70.5403,-149.5905,135,-20.62,14.89, 4.01
FOSC007,Fourhorn Sculpin,2018-07-27,central,Simpson Lagoon,70.5400,-149.4871,178,-21.09,15.74, 3.83
FOSC008,Fourhorn Sculpin,2018-07-27,central,Simpson Lagoon,70.5400,-149.4871,156,-20.63,15.23, 3.79
FOSC011,Fourhorn Sculpin,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,196,-23.99,13.51, 3.80
FOSC012,Fourhorn Sculpin,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,164,-21.82,14.46, 3.82
FOSC013,Fourhorn Sculpin,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,218,-21.12,17.19, 3.92
FOSC014,Fourhorn Sculpin,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,228,-20.81,16.89, 3.79
FOSC027,Fourhorn Sculpin,2018-07-21,central,Stefansson Sound,70.2767,-147.7777,117,-22.26,13.97, 3.83
FOSC028,Fourhorn Sculpin,2018-07-21,central,Stefansson Sound,70.2767,-147.7777,154,-21.91,14.97, 4.04
FOSC036,Fourhorn Sculpin,2018-07-21,central,Stefansson Sound,70.2929,-147.7982,114,-21.64,14.37, 4.17
FOSC043,Fourhorn Sculpin,2018-07-23,central,Stefansson Sound,70.2929,-147.7982,119,-22.19,14.19, 3.86
FOSC044,Fourhorn Sculpin,2018-07-23,central,Stefansson Sound,70.2929,-147.7982,238,-20.63,16.93, 3.66
FOSC055,Fourhorn Sculpin,2018-08-14,eastern,Jago Lagoon,70.0870,-143.4750,62,-21.20,14.10, 3.76
FOSC064,Fourhorn Sculpin,2018-08-14,eastern,Jago Lagoon,70.0870,-143.4750,256,-20.83,17.08, 3.88
FOSC069,Fourhorn Sculpin,2017-08-08,eastern,Jago Lagoon,70.0870,-143.4750,87,-20.62,13.08, 4.18
FOSC070,Fourhorn Sculpin,2017-08-10,eastern,Jago Lagoon,70.0870,-143.4750,202,-18.37,14.88, 3.76
FOSC075,Fourhorn Sculpin,2017-08-09,eastern,Jago Lagoon,70.0870,-143.4750,187,-18.52,14.47, 3.79
FOSC078,Fourhorn Sculpin,2017-08-09,eastern,Jago Lagoon,70.0870,-143.4750,89,-19.43,13.13, 3.72
FOSC087,Fourhorn Sculpin,2017-08-07,eastern,Jago Lagoon,70.0870,-143.4750,59,-19.88,12.74, 3.71
FOSC091,Fourhorn Sculpin,2018-08-11,eastern,Jago Lagoon,70.0918,-143.3705,120,-19.98,14.68, 3.61
FOSC095,Fourhorn Sculpin,2018-08-14,eastern,Jago Lagoon,70.0918,-143.3705,126,-20.15,14.06, 3.63
FOSC103,Fourhorn Sculpin,2017-08-05,eastern,Kaktovik Lagoon,70.0907,-143.6593,177,-17.93,14.92, 3.90
FOSC104,Fourhorn Sculpin,2017-08-05,eastern,Kaktovik Lagoon,70.0907,-143.6593,220,-18.21,16.25, 3.77
FOSC111,Fourhorn Sculpin,2018-07-26,central,Simpson Lagoon,70.5024,-149.3266,137,-21.03,14.02, 3.68
FOSC114,Fourhorn Sculpin,2018-07-26,central,Simpson Lagoon,70.5024,-149.3266,123,-21.53,14.61, 3.66
FOSC117,Fourhorn Sculpin,2018-07-26,central,Simpson Lagoon,70.5024,-149.3266,182,-21.91,14.49, 3.67
FOSC120,Fourhorn Sculpin,2018-07-26,central,Simpson Lagoon,70.5024,-149.3266,261,-20.68,17.20, 3.70
FOSC121,Fourhorn Sculpin,2018-08-12,eastern,Kaktovik Lagoon,70.1098,-143.5167,213,-19.43,16.56, 3.57
FOSC126,Fourhorn Sculpin,2018-07-22,central,Stefansson Sound,70.2767,-147.7777,134,-21.30,14.79, 3.68
FOSC127,Fourhorn Sculpin,2018-07-22,central,Stefansson Sound,70.2767,-147.7777,182,-21.35,13.40, 3.65
FOSC128,Fourhorn Sculpin,2018-07-22,central,Stefansson Sound,70.2767,-147.7777,225,-21.00,14.59, 3.70
FOSC130,Fourhorn Sculpin,2018-07-23,central,Stefansson Sound,70.2767,-147.7777,170,-21.28,14.84, 3.82
FOSC132,Fourhorn Sculpin,2018-07-23,central,Stefansson Sound,70.2767,-147.7777,70,-22.16,12.98, 3.82
FOSC140,Fourhorn Sculpin,2017-08-10,eastern,Kaktovik Lagoon,70.0907,-143.6593,84,-20.00,13.69, 3.71
FOSC143,Fourhorn Sculpin,2017-08-06,eastern,Kaktovik Lagoon,70.0907,-143.6593,171,-19.58,14.91, 3.89
FOSC145,Fourhorn Sculpin,2017-08-06,eastern,Kaktovik Lagoon,70.0907,-143.6593,146,-17.90,13.66, 3.85
FOSC148,Fourhorn Sculpin,2018-08-11,eastern,Kaktovik Lagoon,70.0907,-143.6593,267,-19.73,17.80, 3.94
FOSC156,Fourhorn Sculpin,2017-08-08,eastern,Kaktovik Lagoon,70.0907,-143.6593,156,-19.48,14.88, 3.65
FOSC159,Fourhorn Sculpin,2017-08-09,eastern,Kaktovik Lagoon,70.0907,-143.6593,128,-19.16,14.12, 3.81
FOSC160,Fourhorn Sculpin,2018-08-11,eastern,Kaktovik Lagoon,70.1098,-143.5167,156,-18.85,14.82, 3.89
FOSC164,Fourhorn Sculpin,2018-08-16,eastern,Kaktovik Lagoon,70.1299,-143.5651,208,-19.32,15.33, 3.76
FOSC165,Fourhorn Sculpin,2018-08-16,eastern,Kaktovik Lagoon,70.1299,-143.5651,224,-18.62,15.62, 3.96
FOSC166,Fourhorn Sculpin,2018-08-16,eastern,Kaktovik Lagoon,70.1299,-143.5651,219,-18.76,16.25, 4.00
FOSC167,Fourhorn Sculpin,2018-07-27,central,Simpson Lagoon,70.5378,-149.4793,104,-21.12,14.06, 3.70
FOSC168,Fourhorn Sculpin,2018-07-27,central,Simpson Lagoon,70.5378,-149.4793,65,-21.41,13.31, 4.13
FOSC169,Fourhorn Sculpin,2018-07-27,central,Simpson Lagoon,70.5378,-149.4793,72,-21.46,13.27, 3.83
FOSC170,Fourhorn Sculpin,2018-08-16,eastern,Kaktovik Lagoon,70.1293,-143.5582,145,-19.35,15.56, 3.62
FOSC171,Fourhorn Sculpin,2018-08-16,eastern,Kaktovik Lagoon,70.1293,-143.5582,206,-19.77,15.57, 3.60
FOSC178,Fourhorn Sculpin,2017-08-10,eastern,Jago Lagoon,70.0870,-143.4750,153,-17.70,12.31, 4.16
FOSC180,Fourhorn Sculpin,2018-08-15,eastern,Kaktovik Lagoon,70.1255,-143.5650,130,-19.61,14.59, 3.80
FOSC181,Fourhorn Sculpin,2018-08-15,eastern,Kaktovik Lagoon,70.1254,-143.5547,222,-17.91,15.22, 3.69
FOSC185,Fourhorn Sculpin,2018-08-16,eastern,Jago Lagoon,70.0962,-143.4782,83,-20.41,13.15, 3.80
FOSC186,Fourhorn Sculpin,2019-07-22,central,Simpson Lagoon,70.5156,-149.4676,99,-21.15,13.84, 3.83
FOSC187,Fourhorn Sculpin,2019-07-22,central,Simpson Lagoon,70.5156,-149.4676,108,-21.83,13.89, 3.91
FOSC196,Fourhorn Sculpin,2019-07-22,central,Simpson Lagoon,70.5156,-149.4676,250,-20.58,17.28, 3.76
FOSC198,Fourhorn Sculpin,2019-07-23,central,Simpson Lagoon,70.4986,-149.5987,195,-20.59,16.40, 3.84
FOSC201,Fourhorn Sculpin,2019-07-23,central,Simpson Lagoon,70.4986,-149.5987,185,-20.48,15.48, 3.73
FOSC211,Fourhorn Sculpin,2019-07-31,central,Stefansson Sound,70.2767,-147.7777,104,-22.48,13.72, 3.71
FOSC214,Fourhorn Sculpin,2019-07-31,central,Stefansson Sound,70.2767,-147.7777,193,-21.43,15.51, 3.66
FOSC216,Fourhorn Sculpin,2019-07-31,central,Stefansson Sound,70.2929,-147.7982,74,-22.16,12.04, 3.98
FOSC217,Fourhorn Sculpin,2019-07-31,central,Stefansson Sound,70.2929,-147.7982,131,-20.77,15.32, 3.67
FOSC224,Fourhorn Sculpin,2019-07-30,central,Stefansson Sound,70.2929,-147.7982,219,-20.84,16.46, 3.76
FOSC229,Fourhorn Sculpin,2019-08-13,eastern,Jago Lagoon,70.0918,-143.3705,131,-19.74,14.87, 3.69
FOSC230,Fourhorn Sculpin,2019-08-13,eastern,Kaktovik Lagoon,70.0907,-143.6593,132,-20.53,13.60, 3.61
FOSC231,Fourhorn Sculpin,2019-08-13,eastern,Kaktovik Lagoon,70.0907,-143.6593,183,-19.50,14.67, 3.69
FOSC232,Fourhorn Sculpin,2019-08-13,eastern,Jago Lagoon,70.0870,-143.4750,175,-19.12,15.41, 3.66
FOSC233,Fourhorn Sculpin,2019-08-13,eastern,Jago Lagoon,70.0870,-143.4750,192,-18.64,15.19, 3.68
FOSC234,Fourhorn Sculpin,2019-08-13,eastern,Kaktovik Lagoon,70.1098,-143.5167,238,-19.04,16.65, 3.61
FOSC235,Fourhorn Sculpin,2019-08-13,eastern,Jago Lagoon,70.0918,-143.3705,217,-20.94,14.51, 3.72
HUWH003,Humpback Whitefish,2018-07-21,central,Stefansson Sound,70.2929,-147.7982,431,-21.63,11.60, 3.78
HUWH004,Humpback Whitefish,2018-07-23,central,Stefansson Sound,70.2767,-147.7777,403,-20.81,11.26, 3.67
HUWH009,Humpback Whitefish,2018-07-23,central,Stefansson Sound,70.2767,-147.7777,392,-21.56,11.28, 3.68
HUWH012,Humpback Whitefish,2018-07-23,central,Stefansson Sound,70.2929,-147.7982,350,-21.45,11.93, 3.59
HUWH025,Humpback Whitefish,2018-07-22,central,Stefansson Sound,70.2767,-147.7777,367,-21.21,11.68, 3.71
HUWH026,Humpback Whitefish,2018-07-22,central,Stefansson Sound,70.2767,-147.7777,376,-21.20,12.16, 3.83
HUWH027,Humpback Whitefish,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,364,-21.42,11.25, 3.66
HUWH029,Humpback Whitefish,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,360,-27.96, 8.72, 4.80
HUWH030,Humpback Whitefish,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,389,-24.20,11.88, 3.87
HUWH033,Humpback Whitefish,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,372,-21.06,13.06, 3.70
HUWH037,Humpback Whitefish,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,370,-21.46,12.30, 3.48
HUWH039,Humpback Whitefish,2018-07-22,central,Stefansson Sound,70.2929,-147.7982,386,-21.31,11.38, 3.67
HUWH040,Humpback Whitefish,2018-07-21,central,Stefansson Sound,70.2767,-147.7777,375,-22.22,10.91, 3.57
HUWH041,Humpback Whitefish,2018-07-21,central,Stefansson Sound,70.2767,-147.7777,302,-22.29,11.22, 3.65
HUWH055,Humpback Whitefish,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,166,-23.08,10.99, 3.50
HUWH058,Humpback Whitefish,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,180,-22.68,12.46, 3.48
HUWH059,Humpback Whitefish,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,175,-23.12,11.19, 3.55
HUWH061,Humpback Whitefish,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,252,-22.68,12.03, 3.68
HUWH062,Humpback Whitefish,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,243,-22.49,11.25, 3.51
HUWH066,Humpback Whitefish,2018-07-22,central,Stefansson Sound,70.2929,-147.7982,295,-21.38,12.19, 3.54
HUWH070,Humpback Whitefish,2019-07-30,central,Stefansson Sound,70.2929,-147.7982,378,-21.70,12.08, 3.61
HUWH072,Humpback Whitefish,2019-07-30,central,Stefansson Sound,70.2767,-147.7777,405,-21.36,12.20, 3.87
HUWH078,Humpback Whitefish,2019-07-30,central,Stefansson Sound,70.2767,-147.7777,257,-22.46,11.55, 3.76
HUWH088,Humpback Whitefish,2019-07-31,central,Stefansson Sound,70.2929,-147.7982,271,-21.55,12.09, 3.70
HUWH089,Humpback Whitefish,2019-07-31,central,Stefansson Sound,70.2929,-147.7982,295,-22.04,10.66, 3.66
HUWH093,Humpback Whitefish,2019-07-22,central,Simpson Lagoon,70.4986,-149.5987,150,-23.00,10.74, 3.74
HUWH095,Humpback Whitefish,2019-07-23,central,Simpson Lagoon,70.4986,-149.5987,265,-21.90,11.83, 3.57
HUWH097,Humpback Whitefish,2019-07-23,central,Simpson Lagoon,70.4986,-149.5987,280,-21.89,10.91, 3.58
HUWH115,Humpback Whitefish,2019-07-23,central,Simpson Lagoon,70.5156,-149.4676,174,-21.66,10.21, 3.65
HUWH118,Humpback Whitefish,2019-07-23,central,Simpson Lagoon,70.4986,-149.5987,390,-25.55, 8.83, 3.66
LECI001,Least Cisco,2017-08-08,eastern,Jago Lagoon,70.0870,-143.4750,128,-24.02,11.88, 3.58
LECI002,Least Cisco,2017-08-07,eastern,Jago Lagoon,70.0870,-143.4750,270,-22.71,13.65, 3.72
LECI005,Least Cisco,2018-08-11,eastern,Kaktovik Lagoon,70.0907,-143.6593,265,-23.30,13.98, 3.55
LECI006,Least Cisco,2018-08-11,eastern,Kaktovik Lagoon,70.1098,-143.5167,297,-24.59,14.83, 3.53
LECI007,Least Cisco,2018-08-12,eastern,Kaktovik Lagoon,70.1098,-143.5167,178,-34.11,13.38, 3.72
LECI008,Least Cisco,2018-07-23,central,Stefansson Sound,70.2929,-147.7982,176,-23.68,12.96, 3.41
LECI009,Least Cisco,2018-07-23,central,Stefansson Sound,70.2929,-147.7982,185,-23.69,12.95, 3.47
LECI010,Least Cisco,2018-07-23,central,Stefansson Sound,70.2929,-147.7982,224,-23.04,13.72, 3.52
LECI012,Least Cisco,2018-07-22,central,Stefansson Sound,70.2929,-147.7982,229,-23.00,13.72, 3.53
LECI017,Least Cisco,2018-07-21,central,Stefansson Sound,70.2929,-147.7982,228,-23.63,12.76, 3.49
LECI020,Least Cisco,2018-08-11,eastern,Kaktovik Lagoon,70.1098,-143.5167,99,-28.37, 9.61, 3.71
LECI024,Least Cisco,2018-07-22,central,Stefansson Sound,70.2767,-147.7777,167,-22.83,12.82, 3.40
LECI031,Least Cisco,2018-07-22,central,Stefansson Sound,70.2767,-147.7777,330,-22.39,14.24, 3.44
LECI034,Least Cisco,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,199,-22.99,13.35, 3.46
