FishID,CommonName,Date,Region,Location,Latitude,Longitude,mmLength,d13C,d15N,CtoN
SACO113,Saffron Cod,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,244,-20.96,15.61, 3.78
SACO114,Saffron Cod,2018-08-16,eastern,Kaktovik Lagoon,70.1299,-143.5651,104,-20.73,13.52, 3.97
SACO115,Saffron Cod,2018-08-16,eastern,Kaktovik Lagoon,70.1299,-143.5651,134,-21.98,14.18, 3.79
SACO116,Saffron Cod,2018-08-16,eastern,Kaktovik Lagoon,70.1299,-143.5651,167,-20.86,14.45, 3.85
SACO117,Saffron Cod,2018-07-23,central,Stefansson Sound,70.2767,-147.7777,259,-19.58,17.01, 3.86
SACO118,Saffron Cod,2018-07-23,central,Stefansson Sound,70.2767,-147.7777,275,-19.08,16.75, 3.73
SACO119,Saffron Cod,2018-08-16,eastern,Kaktovik Lagoon,70.1299,-143.5651,358,-18.74,15.67, 3.80
SACO120,Saffron Cod,2018-08-16,eastern,Kaktovik Lagoon,70.1293,-143.5582,385,-20.45,15.05, 3.87
SACO121,Saffron Cod,2018-07-23,central,Stefansson Sound,70.2767,-147.7777,381,-21.31,15.02, 3.85
SACO122,Saffron Cod,2018-08-12,eastern,Kaktovik Lagoon,70.1098,-143.5167,401,-18.59,16.21, 3.83
SACO123,Saffron Cod,2018-08-12,eastern,Kaktovik Lagoon,70.1098,-143.5167,437,-19.19,16.15, 3.83
SACO124,Saffron Cod,2018-08-12,eastern,Kaktovik Lagoon,70.1098,-143.5167,443,-18.81,17.23, 3.80
SACO125,Saffron Cod,2018-08-12,eastern,Jago Lagoon,70.0870,-143.4750,422,-18.22,17.52, 3.82
SACO126,Saffron Cod,2018-08-12,eastern,Jago Lagoon,70.0918,-143.3705,410,-18.95,16.88, 3.82
SACO127,Saffron Cod,2018-08-12,eastern,Jago Lagoon,70.0918,-143.3705,463,-19.41,17.17, 3.87
SACO128,Saffron Cod,2018-08-12,eastern,Jago Lagoon,70.0918,-143.3705,415,-22.38,15.77, 3.83
SACO129,Saffron Cod,2018-08-12,eastern,Jago Lagoon,70.0918,-143.3705,367,-19.25,15.81, 3.83
SACO130,Saffron Cod,2018-08-12,eastern,Kaktovik Lagoon,70.1098,-143.5167,422,-17.98,16.90, 3.81
SACO131,Saffron Cod,2018-08-12,eastern,Kaktovik Lagoon,70.1098,-143.5167,393,-18.73,16.37, 3.78
SACO132,Saffron Cod,2018-08-12,eastern,Kaktovik Lagoon,70.1098,-143.5167,353,-21.25,15.66, 3.85
SACO133,Saffron Cod,2018-08-12,eastern,Kaktovik Lagoon,70.1098,-143.5167,447,-19.22,16.54, 3.72
SACO134,Saffron Cod,2018-08-12,eastern,Jago Lagoon,70.0870,-143.4750,374,-19.20,16.40, 3.84
SACO135,Saffron Cod,2018-08-12,eastern,Jago Lagoon,70.0870,-143.4750,382,-18.85,16.22, 3.80
SACO136,Saffron Cod,2018-08-12,eastern,Kaktovik Lagoon,70.0907,-143.6593,384,-21.35,16.30, 3.73
SACO137,Saffron Cod,2018-08-11,eastern,Kaktovik Lagoon,70.1098,-143.5167,398,-18.98,16.28, 3.89
SACO138,Saffron Cod,2018-08-11,eastern,Kaktovik Lagoon,70.1098,-143.5167,457,-19.17,16.15, 3.74
SACO139,Saffron Cod,2018-08-11,eastern,Jago Lagoon,70.0870,-143.4750,404,-19.03,16.39, 3.75
SACO140,Saffron Cod,2018-08-11,eastern,Jago Lagoon,70.0870,-143.4750,384,-18.60,15.95, 3.83
SACO141,Saffron Cod,2018-08-11,eastern,Jago Lagoon,70.0918,-143.3705,366,-20.04,15.54, 3.84
SACO142,Saffron Cod,2018-08-11,eastern,Kaktovik Lagoon,70.1098,-143.5167,403,-18.87,15.28, 3.81
SACO143,Saffron Cod,2018-08-11,eastern,Kaktovik Lagoon,70.1098,-143.5167,417,-18.15,16.13, 3.38
SACO144,Saffron Cod,2018-08-11,eastern,Kaktovik Lagoon,70.1098,-143.5167,407,-18.99,16.25, 3.96
SACO145,Saffron Cod,2018-08-11,eastern,Kaktovik Lagoon,70.1098,-143.5167,376,-18.10,15.74, 4.15
SACO146,Saffron Cod,2018-08-11,eastern,Kaktovik Lagoon,70.1098,-143.5167,377,-18.72,16.68, 3.42
SACO147,Saffron Cod,2018-08-11,eastern,Kaktovik Lagoon,70.1098,-143.5167,399,-18.57,16.02, 4.03
SACO148,Saffron Cod,2018-08-11,eastern,Jago Lagoon,70.0870,-143.4750,376,-19.20,15.37, 3.83
SACO149,Saffron Cod,2018-08-11,eastern,Jago Lagoon,70.0870,-143.4750,407,-18.31,16.14, 3.62
SACO150,Saffron Cod,2018-08-11,eastern,Jago Lagoon,70.0870,-143.4750,412,-19.07,15.59, 4.00
SACO151,Saffron Cod,2018-08-11,eastern,Jago Lagoon,70.0918,-143.3705,406,-21.02,15.32, 3.78
SACO152,Saffron Cod,2018-08-11,eastern,Jago Lagoon,70.0918,-143.3705,374,-21.59,14.81, 3.10
SACO153,Saffron Cod,2018-08-11,eastern,Jago Lagoon,70.0918,-143.3705,394,-19.43,15.48, 4.07
SACO154,Saffron Cod,2018-08-11,eastern,Jago Lagoon,70.0918,-143.3705,355,-20.69,14.70, 3.91
SACO155,Saffron Cod,2018-08-11,eastern,Jago Lagoon,70.0918,-143.3705,421,-18.52,17.29, 3.91
SACO156,Saffron Cod,2017-08-08,eastern,Jago Lagoon,70.0870,-143.4750,376,-17.87,14.75, 3.91
SACO157,Saffron Cod,2017-08-08,eastern,Jago Lagoon,70.0870,-143.4750,412,-18.10,15.87, 3.93
SACO158,Saffron Cod,2017-08-10,eastern,Jago Lagoon,70.0870,-143.4750,320,-18.11,15.57, 3.89
SACO159,Saffron Cod,2017-08-10,eastern,Jago Lagoon,70.0870,-143.4750,428,-17.73,15.63, 3.85
SACO160,Saffron Cod,2017-08-10,eastern,Jago Lagoon,70.0870,-143.4750,451,-19.31,15.43, 3.86
SACO161,Saffron Cod,2017-08-07,eastern,Kaktovik Lagoon,70.0907,-143.6593,470,-19.21,15.43, 3.90
SACO162,Saffron Cod,2017-08-07,eastern,Jago Lagoon,70.0870,-143.4750,440,-18.94,15.87, 3.95
SACO163,Saffron Cod,2017-08-08,eastern,Jago Lagoon,70.0870,-143.4750,457,-18.44,16.96, 3.84
SACO171,Saffron Cod,2019-07-28,central,Simpson Lagoon,70.5156,-149.4676,130,-21.11,15.54, 4.12
SACO172,Saffron Cod,2019-07-28,central,Simpson Lagoon,70.5156,-149.4676,102,-21.15,14.94, 4.02
SACO173,Saffron Cod,2019-07-28,central,Simpson Lagoon,70.5156,-149.4676,165,-21.83,14.20, 4.07
SACO174,Saffron Cod,2019-07-28,central,Simpson Lagoon,70.5156,-149.4676,255,-21.72,14.31, 3.98
SACO175,Saffron Cod,2019-07-28,central,Simpson Lagoon,70.5156,-149.4676,255,-21.82,14.15, 4.03
SACO176,Saffron Cod,2019-07-28,central,Simpson Lagoon,70.5156,-149.4676,272,-22.00,13.97, 4.14
SACO177,Saffron Cod,2019-08-13,eastern,Kaktovik Lagoon,70.0907,-143.6593,366,-19.35,14.86, 3.85
SACO178,Saffron Cod,2019-08-13,eastern,Kaktovik Lagoon,70.0907,-143.6593,375,-18.83,15.81, 3.89
SACO179,Saffron Cod,2019-08-13,eastern,Kaktovik Lagoon,70.0907,-143.6593,405,-19.75,15.32, 3.83
SACO180,Saffron Cod,2019-08-13,eastern,Kaktovik Lagoon,70.0907,-143.6593,396,-18.47,14.75, 3.82
SACO181,Saffron Cod,2019-08-13,eastern,Kaktovik Lagoon,70.1098,-143.5167,381,-20.01,14.37, 3.90
SACO182,Saffron Cod,2019-08-13,eastern,Kaktovik Lagoon,70.1098,-143.5167,390,-19.43,15.32, 3.85
SACO183,Saffron Cod,2019-08-13,eastern,Kaktovik Lagoon,70.1098,-143.5167,395,-20.00,14.71, 3.82
SACO184,Saffron Cod,2019-08-13,eastern,Kaktovik Lagoon,70.1098,-143.5167,205,-19.79,13.83, 3.86
SACO185,Saffron Cod,2019-08-13,eastern,Kaktovik Lagoon,70.1098,-143.5167,398,-18.43,15.09, 3.85
SACO186,Saffron Cod,2019-08-13,eastern,Kaktovik Lagoon,70.1098,-143.5167,385,-19.26,15.62, 3.86
SACO187,Saffron Cod,2019-08-13,eastern,Kaktovik Lagoon,70.1098,-143.5167,370,-19.40,15.19, 3.85
SACO188,Saffron Cod,2019-08-13,eastern,Kaktovik Lagoon,70.1098,-143.5167,417,-19.67,15.16, 4.11
SACO189,Saffron Cod,2019-08-13,eastern,Kaktovik Lagoon,70.1098,-143.5167,449,-18.19,15.20, 3.79
SACO190,Saffron Cod,2019-08-13,eastern,Kaktovik Lagoon,70.1098,-143.5167,408,-19.14,14.81, 3.78
SACO191,Saffron Cod,2019-08-13,eastern,Jago Lagoon,70.0870,-143.4750,424,-18.64,15.95, 3.79
SACO192,Saffron Cod,2019-08-13,eastern,Jago Lagoon,70.0870,-143.4750,378,-19.73,14.95, 3.87
SACO193,Saffron Cod,2019-08-13,eastern,Jago Lagoon,70.0870,-143.4750,414,-18.83,15.91, 3.82
SACO194,Saffron Cod,2019-08-13,eastern,Jago Lagoon,70.0870,-143.4750,392,-19.21,15.76, 3.86
SACO195,Saffron Cod,2019-08-13,eastern,Jago Lagoon,70.0870,-143.4750,424,-18.64,16.26, 3.83
SACO196,Saffron Cod,2019-08-13,eastern,Jago Lagoon,70.0870,-143.4750,423,-18.29,15.31, 3.88
SACO197,Saffron Cod,2019-08-13,eastern,Jago Lagoon,70.0918,-143.3705,279,-20.74,14.50, 3.84
SACO198,Saffron Cod,2019-08-13,eastern,Jago Lagoon,70.0918,-143.3705,418,-19.05,15.82, 3.46
SACO199,Saffron Cod,2019-08-13,eastern,Jago Lagoon,70.0918,-143.3705,392,-19.27,15.44, 3.89
SACO200,Saffron Cod,2019-08-13,eastern,Jago Lagoon,70.0918,-143.3705,310,-20.13,14.37, 3.85
SACO201,Saffron Cod,2019-08-13,eastern,Jago Lagoon,70.0918,-143.3705,400,-19.01,16.08, 3.91
SACO202,Saffron Cod,2019-08-13,eastern,Jago Lagoon,70.0918,-143.3705,425,-18.72,16.03, 3.94
SACO203,Saffron Cod,2019-07-22,central,Simpson Lagoon,70.5156,-149.4676,143,-22.38,12.95, 2.93
SACO204,Saffron Cod,2019-07-22,central,Simpson Lagoon,70.5156,-149.4676,167,-19.57,17.70, 4.66
SACO205,Saffron Cod,2019-07-23,central,Simpson Lagoon,70.5156,-149.4676,174,-21.75,12.90, 4.86
SACO206,Saffron Cod,2019-07-23,central,Simpson Lagoon,70.5156,-149.4676,178,-19.83,17.02, 2.70
SACO207,Saffron Cod,2019-07-23,central,Simpson Lagoon,70.4986,-149.5987,242,-21.59,13.13, 4.77
SACO208,Saffron Cod,2019-07-23,central,Simpson Lagoon,70.4986,-149.5987,244,-21.91,13.23, 3.47
SACO209,Saffron Cod,2019-08-13,eastern,Jago Lagoon,70.0918,-143.3705,174,-19.93,13.05, 4.46
SACO210,Saffron Cod,2019-08-13,eastern,Jago Lagoon,70.0918,-143.3705,214,-19.45,14.86, 3.14
SACO211,Saffron Cod,2019-07-28,central,Simpson Lagoon,70.5156,-149.4676,232,-21.84,13.29, 4.50
SACO212,Saffron Cod,2019-07-28,central,Simpson Lagoon,70.5156,-149.4676,152,-21.28,14.55, 4.64
SACO213,Saffron Cod,2019-07-28,central,Simpson Lagoon,70.5156,-149.4676,201,-19.70,16.87, 4.18
SACO214,Saffron Cod,2019-07-28,central,Simpson Lagoon,70.5156,-149.4676,195,-20.45,16.07, 4.22
SACO215,Saffron Cod,2019-07-28,central,Simpson Lagoon,70.5156,-149.4676,211,-20.10,16.54, 4.02
SACO216,Saffron Cod,2019-07-28,central,Simpson Lagoon,70.5156,-149.4676,283,-22.15,13.95, 4.10
SACO217,Saffron Cod,2019-07-28,central,Simpson Lagoon,70.5156,-149.4676,400,-21.51,15.11, 3.96
THST001,Threespine Stickleback,2019-07-30,central,Stefansson Sound,70.2767,-147.7777,81,-20.42,13.64, 4.42
THST002,Threespine Stickleback,2019-07-23,central,Simpson Lagoon,70.5156,-149.4676,80,-21.12,12.51, 4.55
THST003,Threespine Stickleback,2019-07-23,central,Simpson Lagoon,70.5156,-149.4676,75,-20.68,14.15, 4.73
THST004,Threespine Stickleback,2019-07-23,central,Simpson Lagoon,70.4986,-149.5987,79,-20.32,13.20, 4.31
THST005,Threespine Stickleback,2019-07-23,central,Simpson Lagoon,70.4986,-149.5987,75,-20.98,13.47, 4.28
THST006,Threespine Stickleback,2019-07-22,central,Simpson Lagoon,70.5156,-149.4676,76,-20.00,14.07, 3.89
THST007,Threespine Stickleback,2019-07-22,central,Simpson Lagoon,70.5156,-149.4676,85,-20.30,14.19, 3.89
THST008,Threespine Stickleback,2019-07-22,central,Simpson Lagoon,70.5156,-149.4676,74,-20.57,14.08, 4.04
THST009,Threespine Stickleback,2019-07-22,central,Simpson Lagoon,70.5156,-149.4676,82,-20.51,12.93, 3.88
THST010,Threespine Stickleback,2019-07-22,central,Simpson Lagoon,70.5156,-149.4676,78,-19.99,14.16, 3.98
THST011,Threespine Stickleback,2019-07-28,central,Simpson Lagoon,70.4986,-149.5987,74,-20.23,13.63, 3.79
THST012,Threespine Stickleback,2019-07-28,central,Simpson Lagoon,70.4986,-149.5987,82,-20.21,14.04, 4.02
THST013,Threespine Stickleback,2019-08-13,eastern,Jago Lagoon,70.0870,-143.4750,77,-20.33,14.04, 3.98
